rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
5,2023-08-25T00:00:00Z,,3700002,MW,10,519645.857326088,6041053.02197354,Copper Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.18,22,No,,No,No,,1.2,0.4,0.6,No,2.5,3.7,2,No,No,Deep Fill,Medium,3.1,3,10,10,5,6,34,Barrier,Replace with New Open Bottom Structure,10,No water in culvert. Some water near inlet and outlet. Stream dewaters downstream again after ~20m. Burbot have been caught in the past approximately 700m upstream of the highway. Wide channel with small lakes and ponds upstream. Ministry of Transportation chris_culvert_id: 1997081. 11:52:21,pscis_phase1.xlsm,1003700002,11:52:21,2023-08-25T11:52:21Z,MW,3700002
6,2023-08-25T00:00:00Z,,3700034,MW,10,518793.729136637,6049041.41216884,Tributary to Crooked River,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,0.7,20,Yes,0.37,Yes,Yes,100,0.5,0,0.5,No,1,3.1,2,No,No,Deep Fill,Low,4.4,3,0,0,5,6,14,Passable,,,"Grate on inlet. Backwatered and big wetland area upstream. Difficult to determine where stream is, width and gradient estimated. Ministry of Transportation chris_culvert_id: 1997003. 12:41:10",pscis_phase1.xlsm,1003700034,12:41:10,2023-08-25T12:41:10Z,MW,3700034
7,2023-08-25T00:00:00Z,,3700010,MW,10,519126.110136172,6053246.71072015,Redrocky Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,3.5,25,Yes,0.6,Yes,Yes,100,2.5,0,4,No,1,5.2,1,Yes,Yes,Deep Fill,Medium,1.5,3,5,0,5,6,19,Potential,Replace with New Open Bottom Structure,10,"Enormous outlet pool indicating culvert may be undersized. Numerous fish spotted in outlet pool and inlet side. Debris jams covering entire stream channel at inlet and at outlet of outlet pool. Pool very deep, depth estimated. Ministry of Transportation chris_hwy_structure_road_id: 3759. 13:35:05",pscis_phase1.xlsm,1003700010,13:35:05,2023-08-25T13:35:05Z,MW,3700010
8,2023-08-25T00:00:00Z,,3700015,MW,10,517177.127396134,6054489.51886076,Tributary to Crooked River,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,0.6,22,No,,No,No,,2.5,0.3,0.1,No,3,1.1,4,No,No,Deep Fill,Low,1.8,3,10,10,10,6,39,Barrier,Replace Structure with Streambed Simulation CBS,3,Very little flow through culvert. Overgrown channel. Very little water in stream. Not likely fish bearing. Ministry of Transportation chris_culvert_id: 1996752. 14:05:09,pscis_phase1.xlsm,1003700015,14:05:09,2023-08-25T14:05:09Z,MW,3700015
9,2023-08-25T00:00:00Z,,3701558,MW,10,513139.894787688,6067042.63316447,Altezega Creek,Highway 97,,MOTI,Closed Bottom Structure,Oval Culvert,4.2,26,No,,No,No,,1.5,0.3,0.4,No,0,3.5,1,No,Yes,Deep Fill,High,0.8,3,10,10,0,0,23,Barrier,Replace with New Open Bottom Structure,10,Fish spotted in culvert and near inlet. Some substrate and cobbles in pipe. Ministry of Transportation chris_hwy_structure_road_id: 2434. 14:47:11,pscis_phase1.xlsm,1003701558,14:47:11,2023-08-25T14:47:11Z,MW,3701558
10,2023-08-25T00:00:00Z,,3702598,MW,10,513534.479706188,6067127.51187874,Altezega Creek,Unknown,,Unclassified,Other,Ford,,,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Unknown,,,High habitat quality. Old quad trail. Small trib flowing into creek from one side. 15:08:17,pscis_phase1.xlsm,1003702598,15:08:17,2023-08-25T15:08:17Z,MW,3702598
11,2023-08-25T00:00:00Z,,2200002,AI,10,497880.613935363,6093709.56139965,Tributary to McLeod lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.2,60,No,,No,No,,9,0.65,1,No,0.5,3,0.5,No,No,Deep Fill,Medium,2.5,6,10,10,0,6,32,Barrier,Replace Structure with Streambed Simulation CBS,4.5,Stream is located between McLeod Lake Store on Highway and TseKhene food and fuel entrance. Most of the watershed drains reservation land. Could potentially be backwatered as an interim solution. Channel width estimated upstream in wetland type habitat so difficult to tell. Upstream end of the pipe is significantly sloped in the upstream direction. Ministry of Transportation chris_culvert_id: 1997114. 12:31:49,pscis_phase1.xlsm,1002200002,12:31:49,2023-08-25T12:31:49Z,AI,2200002
12,2023-08-25T00:00:00Z,,2200779,AI,10,500631.666187862,6089784.27934569,Tsatchuka Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,2.5,34,No,,No,No,,2,0,1,Yes,0.5,4,0.5,Yes,No,Deep Fill,Medium,1.6,6,10,0,0,6,22,Barrier,Replace with New Open Bottom Structure,10,Grate on inlet and beaver influenced wetland upstream.  Inlet blocked by beaver debris with beaver trap on inlet.  Potentially good candidate for leveler to maintain beaver activity without attempting to remove the animals. Ministry of Transportation chris_culvert_id: 1997066. 13:04:57,pscis_phase1.xlsm,1002200779,13:04:57,2023-08-25T13:04:57Z,AI,2200779
13,2023-08-25T00:00:00Z,,2200604,AI,10,501962.859803174,6087825.86422237,Tributary to McLeod Lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.2,50,No,,No,No,,6,0.8,0.6,Yes,1,1.9,3,Yes,No,Deep Fill,Medium,1.6,6,10,10,5,6,37,Barrier,Replace Structure with Streambed Simulation CBS,3,"Abundant gravels, suitable for spawning upstream. Although flows are minimal, the streams does still have water.  Models as having over 3 km of habitat upstream below 5%. Although no fish are recorded as present upstream it seems highly likely that this would be a fish bearing stream. Outlet drop is 80cm.  Steep section of pipe at the inlet recorded as inlet drop. Ministry of Transportation chris_culvert_id: 1996852. 13:40:04",pscis_phase1.xlsm,1002200604,13:40:04,2023-08-25T13:40:04Z,AI,2200604
14,2023-08-25T00:00:00Z,,2200026,AI,10,503356.417886582,6085973.87311821,Tributary  to McLeod Lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,0.9,40,No,,No,No,,5,0.4,1.3,No,3,3.3,4,Yes,No,Deep Fill,Medium,3.7,6,10,10,10,6,42,Barrier,Replace with New Open Bottom Structure,16,Culvert is extremely under sized. Nice stream with pockets of gravel and good flow upstream. Rainbow known in the system. Culvert is literally unravelling at the downstream end with a very large outlet pool. Beaver activity noted downstream. Seems very unlikely that any fish can pass through the pipe. Ministry of Transportation chris_culvert_id: 1996861. 14:23:42,pscis_phase1.xlsm,1002200026,14:23:42,2023-08-25T14:23:42Z,AI,2200026
15,2023-08-25T00:00:00Z,,2200119,AI,10,503934.258318705,6084297.12361288,Whiskers Creek,Campground Rd,,MOE,Open Bottom Structure,Bridge,6,8,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Nice little campground bridge. 15:20:36,pscis_phase1.xlsm,1002200119,15:20:36,2023-08-25T15:20:36Z,AI,2200119
16,2023-08-25T00:00:00Z,,2200114,AI,10,503758.421631723,6084286.48366724,Whiskers Creek,Campground Rd,,MOE,Open Bottom Structure,Bridge,6,7,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,"There are four bridges in total within 200m, with 2 inventoried. 15:32:10",pscis_phase1.xlsm,1002200114,15:32:10,2023-08-25T15:32:10Z,AI,2200114
17,2023-08-25T00:00:00Z,,2200014,AI,10,504410.831212078,6084420.21171696,Whiskers Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,2.5,35,No,,No,No,,5,0,1.5,No,2,7,0,Yes,Yes,Deep Fill,Medium,2.8,6,10,0,5,6,27,Barrier,Replace with New Open Bottom Structure,16,"Beaver activity downstream with extensive beaver influence wetlands upstream. 1 1/2 m high blockage at the inlet to to beaver activity. Stream width difficult to estimate due to wetland nature of habitat upstream. This is the first road stream crossing on this stream to be an issue at all downstream, crossings or bridges within whiskers point provincial park campground. Ministry of Transportation chris_culvert_id: 1997172. 16:05:30",pscis_phase1.xlsm,1002200014,16:05:30,2023-08-25T16:05:30Z,AI,2200014
18,2023-08-26T00:00:00Z,,3702044,MW,10,524197.943018435,6015328.01242226,Miller Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.2,30,Yes,0.9,Yes,Yes,100,5,0,1.6,No,2,2.1,2,Yes,No,Deep Fill,Low,1.8,6,0,0,5,6,17,Potential,Replace with New Open Bottom Structure,16,"Culvert is fully submerged on outlet side. No stream found beyond outlet pool. Big wetland complex on upstream side. No defined channel. Stream slope, channel width, and culvert slope were estimated. Ministry of Transportation chris_culvert_id: 1996888. 11:04:17",pscis_phase1.xlsm,1003702044,11:04:17,2023-08-26T11:04:17Z,MW,3702044
19,2023-08-26T00:00:00Z,,3701553,MW,10,524033.870153162,6015628.46554515,Miller Creek,Summit Lake Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.8,12,No,,No,No,,1.5,0,0.6,No,2.5,2.4,2,No,No,Deep Fill,Low,3,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,"Beaver grate on inlet side. Big wetland area upstream and no defined stream channel seen. Some flow downstream. Very little flow through pipe. There is an unassessed crossing upstream, on railway (modelled crossing id 3703407). Ministry of Transportation chris_culvert_id: 3440699. 11:56:39",pscis_phase1.xlsm,1003701553,11:56:39,2023-08-26T11:56:39Z,MW,3701553
20,2023-08-26T00:00:00Z,,3701554,MW,10,524469.308966737,6017855.04941361,O'Dell Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.9,26,No,,No,Yes,100,3,0,0.8,No,4,1.9,1.5,Yes,No,Deep Fill,Medium,1,3,10,0,10,3,26,Barrier,Replace Structure with Streambed Simulation CBS,3,"Debris jam at inlet creating small drop. Large wetland area upstream and downstream. No well defined channel. Burbot confirmed just upstream in the past, as well as downstream near Summit Lake. Ministry of Transportation chris_culvert_id: 1996948. 12:35:23",pscis_phase1.xlsm,1003701554,12:35:23,2023-08-26T12:35:23Z,MW,3701554
21,2023-08-26T00:00:00Z,,3702078,MW,10,522732.519232867,6018668.05880532,Neilson Creek,Caine Creek FSR,,Canfor R02852,Open Bottom Structure,Bridge,15,3,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,"Neilsen Lake dam located approximately 30m upstream of bridge, near outlet of lake. Metal dam 1.8m in height and owned by Ministry of Environment. 13:08:06",pscis_phase1.xlsm,1003702078,13:08:06,2023-08-26T13:08:06Z,MW,3702078
22,2023-08-26T00:00:00Z,,3702075,MW,10,522191.82840548,6020073.42034534,Witters Creek,Caine Creek FSR,,Canfor R02852,Closed Bottom Structure,Round Culvert,0.8,12,No,,No,Yes,50,0.3,0.2,0.3,No,0,2,2,Yes,No,Deep Fill,Medium,2.5,0,10,5,0,6,21,Barrier,Replace with New Open Bottom Structure,10,"Culvert is in very bad condition. Debris jam blocking inlet, likely beaver caused.. Stream habitat is ok, some deep pools and abundant riparian vegetation. 13:51:42",pscis_phase1.xlsm,1003702075,13:51:42,2023-08-26T13:51:42Z,MW,3702075
23,2023-08-26T00:00:00Z,,3700005,MW,10,522683.922199349,6022233.01281394,Witters Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,0.75,23,No,,No,No,,1,0,0,No,4,2.3,2,No,No,Deep Fill,Low,3.1,3,10,0,10,6,29,Barrier,Replace with New Open Bottom Structure,10,No visible channel upstream. Very little flow through culvert. Some water and cobbles at outlet. Ministry of Transportation chris_culvert_id: 1997258. 14:42:45,pscis_phase1.xlsm,1003700005,14:42:45,2023-08-26T14:42:45Z,MW,3700005
24,2023-08-26T00:00:00Z,,3703410,MW,10,522653.564173269,6022232.45306302,Witters Creek,Railway,,CN Rail,Closed Bottom Structure,Round Culvert,0.6,17,No,,No,No,,2,0.1,0.4,No,1,1.9,1.5,No,No,Deep Fill,Low,3.2,3,10,0,5,6,24,Barrier,Replace Structure with Streambed Simulation CBS,3,Small amount of water in pipe. Channel is overgrown downstream. Almost no flow in stream. 15:01:34,pscis_phase1.xlsm,1003703410,15:01:34,2023-08-26T15:01:34Z,MW,3703410
25,2023-08-26T00:00:00Z,,3700003,MW,10,523141.363311674,6019902.88504186,Neilson Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.1,26,Yes,0.6,Yes,Yes,100,3.5,0,0.6,No,1.5,2.3,1.5,No,No,Deep Fill,Low,2.1,3,0,0,5,6,14,Passable,,,"Wetland habitat, no flow. No culvert found south where modelled crossing is supposed to be on map. Unassessed railway crossing downstream. Ministry of Transportation chris_culvert_id: 1997273. 15:40:25",pscis_phase1.xlsm,1003700003,15:40:25,2023-08-26T15:40:25Z,MW,3700003
26,2023-08-26T00:00:00Z,,3703324,MW,10,519257.545057124,6038651.16252809,Tributary to Crooked River,Davie-Bear Lake FSR,,MOF 7719,Open Bottom Structure,Bridge,3.5,7,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Burbot and bull trout confirmed upstream in past. Wetland upstream. 16:24:42,pscis_phase1.xlsm,1003703324,16:24:42,2023-08-26T16:24:42Z,MW,3703324
27,2023-08-26T00:00:00Z,,3700007,MW,10,520696.148771898,6037969.67607485,Tributary to Crooked River,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.7,22,No,,No,Yes,100,4,0,0.4,No,2.5,1.7,1,No,No,Deep Fill,Low,1,3,10,0,5,3,21,Barrier,Replace Structure with Streambed Simulation CBS,3,Two pipes. Big wetland upstream and downstream. No well defined channel. Ministry of Transportation chris_culvert_id: 1997232. 16:47:59,pscis_phase1.xlsm,1003700007,16:47:59,2023-08-26T16:47:59Z,MW,3700007
28,2023-08-26T00:00:00Z,,3700006,MW,10,523556.572439792,6024871.5714464,Tributary to Crooked River,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.2,18,No,,No,Yes,100,1,0,0.8,No,0.5,3.4,1,No,No,Deep Fill,Medium,2.8,3,10,0,0,6,19,Potential,Replace with New Open Bottom Structure,10,"Backwatered, wetland downstream. Culvert is rusted. Four small lakes upstream, including Augustine, Log, and Cloud Lake. Fish presence confirmed in Augustine Lake (RB, SU, NSC and RSC). Unassessed crossing (modelled id 3703412)  located downstream of highway on railway, near the confluence with Crooked River. Ministry of Transportation chris_culvert_id: 1997146. 17:17:30",pscis_phase1.xlsm,1003700006,17:17:30,2023-08-26T17:17:30Z,MW,3700006
29,2023-08-26T00:00:00Z,,3700019,AI,10,514827.234802661,6059932.49889856,Tributary to Kerry Lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.8,36,No,,No,Yes,100,3,0,0.4,Yes,0.5,5,1,Yes,No,Deep Fill,Medium,2.8,6,10,0,0,6,22,Barrier,Replace with New Open Bottom Structure,10,"100% backwatered culvert with lots of beaver activity and wetland area upstream. Inlet drop is created by beaver generated shrub material so backwatering is happening. However, there is a step of approximately 0.6 m at the top end of the pipe. Black algae throughout channel downstream.  Downstream channel appears to be constructed of rock at approximately 3.8 m wide before entering more beaverdam influenced wetland habitat. Ministry of Transportation chris_culvert_id: 1996976. 12:08:15",pscis_phase1.xlsm,1003700019,12:08:15,2023-08-26T12:08:15Z,AI,3700019
30,2023-08-26T00:00:00Z,,3701847,AI,10,514810.128785706,6059906.47893804,Tributary to Kerry Lake,Pipeline,,Unclassified,Other,Ford,,,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Unknown,,,Armoured ford on pipeline. Immediately downstream of highway. 12:36:50,pscis_phase1.xlsm,1003701847,12:36:50,2023-08-26T12:36:50Z,AI,3701847
31,2023-08-26T00:00:00Z,,3700023,AI,10,510940.257070411,6071748.08038805,Tributary to Crooked River,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,0.5,30,Yes,0.1,Yes,Yes,100,4.5,0,0.5,Yes,0.5,4,0,Yes,No,Deep Fill,High,8,6,5,0,0,6,17,Potential,Replace with New Open Bottom Structure,14.5,"0.5 m pipe is stuffed inside of the sleeve of a larger older pipe. Beaver trap located at inlet. Burbot have been observed upstream in the past. Inlet almost completely blocked by beaver debris, as well as human placed sticks and beaver trap. Significant road prism erosion on upstream side of pipe as well as immediately adjacent to outlet. Ministry of Transportation chris_culvert_id: 1997085. 13:05:45",pscis_phase1.xlsm,1003700023,13:05:45,2023-08-26T13:05:45Z,AI,3700023
32,2023-08-26T00:00:00Z,,3700024,AI,10,510950.269970287,6072478.81534904,42 Mile Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,2,26,Yes,0.25,Yes,Yes,100,1.5,0,0.3,No,0.5,2.5,1.5,No,No,Deep Fill,High,1.2,3,5,0,0,3,11,Passable,,,"Nice stream with good flow and abundant gravel, suitably sized for spawning. Culvert is 100% backwatered and fully embedded. It appears as though there have been some very high flow events that have moved significant amounts of gravel, substrate, upstream and downstream. See photos. Channel seems overly straight and deep so suspect machine work has been done to dredge out the crossing, upstream and downstream. Ministry of Transportation chris_culvert_id: 1997302. 13:37:33",pscis_phase1.xlsm,1003700024,13:37:33,2023-08-26T13:37:33Z,AI,3700024
33,2023-08-26T00:00:00Z,,3701948,AI,10,509646.196263646,6074530.73017641,Tributary to Crooked River,Highway  97,,MOTI,Closed Bottom Structure,Round Culvert,1.5,52,No,,No,No,,9.9,0.5,0,No,1,3.9,3,Yes,No,Deep Fill,Low,2.6,6,10,10,5,6,37,Barrier,Replace with New Open Bottom Structure,31,"Newly installed horizontally drilled culvert. Stream dry at the time of assessment. Partially vegetated channel upstream, and downstream indicates that the system has not flowed heavily perennially for some time. Wetland type habitat upstream with nice gravels and classic stream character downstream.  Baffles installed within the pipe. Approximately 1/3 of the pipe is blocked from beaver debris near inlet. Ministry of Transportation chris_culvert_id: 1997288. 14:12:18",pscis_phase1.xlsm,1003701948,14:12:18,2023-08-26T14:12:18Z,AI,3701948
34,2023-08-26T00:00:00Z,,2200009,AI,10,506481.399008348,6080584.33729605,Tributary to McLeod Lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.2,30,Yes,0.1,Yes,Yes,100,1.2,0,1,No,2.5,4.1,2.5,Yes,No,Deep Fill,High,3.4,6,5,0,5,6,22,Barrier,Replace with New Open Bottom Structure,10,"Very nice stream with good flows an abundant gravel. Healthy riparian with evidence of beaver activity, including dam, approximately 5 m downstream of outlet which has backwatered the entire structure, including the outlet of the pipe, which is approximately 10 cm below the surface. It appears as though the crossing has been dredged with a machine recently, both upstream and downstream to deal with substrate deposition. There is pavement armouring the inlet area of the road prism. Ministry of Transportation chris_culvert_id: 1997018. 15:14:21",pscis_phase1.xlsm,1002200009,15:14:21,2023-08-26T15:14:21Z,AI,2200009
35,2023-08-26T00:00:00Z,,2200012,AI,10,505028.987069187,6083597.00069426,Tributary to McLeod lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,0.9,55,No,,No,No,,8,0.6,0.1,No,0,2.5,3,No,No,Deep Fill,Low,2.8,6,10,10,0,6,32,Barrier,Replace Structure with Streambed Simulation CBS,4.5,"Small stream with extremely long pipe, in very bad shape. End of pipe is unravelling with evidence of machine work at the outlet. Grate on inlet is off of pipe. Appears there has been dredging both upstream and downstream. Large area of clear-cut land upstream. Ministry of Transportation chris_culvert_id: 1997177. 15:50:45",pscis_phase1.xlsm,1002200012,15:50:45,2023-08-26T15:50:45Z,AI,2200012
36,2023-08-26T00:00:00Z,,3702657,AI,10,512259.622649286,6058146.65895149,Tributary to Kerry Lake,Kerry FSR,,MOF 8270,Closed Bottom Structure,Round Culvert,0.7,14,No,,No,No,,0.5,0.3,0,No,3,1,5,No,No,Deep Fill,Low,1.4,0,10,10,10,6,36,Barrier,Replace Structure with Streambed Simulation CBS,3,Unlikely a fish bearing stream. Dry at the time of assessment. 17:02:49,pscis_phase1.xlsm,1003702657,17:02:49,2023-08-26T17:02:49Z,AI,3702657
37,2023-08-26T00:00:00Z,,3702663,AI,10,511738.768841417,6059302.88959979,Tributary to Kerry Lake,Kerry FSR,7.1,MOF 8270,Closed Bottom Structure,Round Culvert,1.2,17,No,,No,No,,4,0.3,1,No,3,3.6,4,No,No,Deep Fill,Medium,3,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,13,"Nice little stream with decent flow for this time of year. Pockets of gravel throughout and healthy shrub and mixed riparian. Fish presence unknown, but seems likely due to proximity to Kerry lake with low gradients. 17:14:13",pscis_phase1.xlsm,1003702663,17:14:13,2023-08-26T17:14:13Z,AI,3702663
38,2023-08-26T00:00:00Z,,3702665,AI,10,511840.778018499,6060224.96137602,Tributary to Kerry Lake,Kerry FSR,,MOF 8270,Closed Bottom Structure,Round Culvert,1.2,20,No,,No,No,,2,1,0.7,Yes,3,3.5,3.5,No,No,Deep Fill,Low,2.9,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,10,Stream dry at time of survey. Appears to be a fairly large system with abundant gravels present throughout. Estimated 200 to 300 m of lower gradient habitat upstream that could be useful for downstream populations in the spring. Huge outlet drop and very large dry pool indicating pipe is undersized. 17:40:54,pscis_phase1.xlsm,1003702665,17:40:54,2023-08-26T17:40:54Z,AI,3702665
39,2023-08-29T00:00:00Z,,3703459,MW,10,513782.757563098,6067300.61205598,Tributary to Altezega Creek,Firth Lake FSR,,MOF 8385,Closed Bottom Structure,Round Culvert,0.75,12,No,,No,No,,1.5,0,0.7,Yes,2,2.2,2,No,Yes,Deep Fill,High,2.9,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,High habitat value upstream. Many fish spotted in outlet pool. Tributary to big system. Culvert old and not in great shape. Needs to be replaced. Debris jam at inlet blocking small section of flow. 08:57:52,pscis_phase1.xlsm,1003703459,08:57:52,2023-08-29T08:57:52Z,MW,3703459
40,2023-08-29T00:00:00Z,,2023082901,AI,10,513128.004733544,6067172.55222727,Tributary to Altezega Creek,Firth Lake FSR,,MOF 8385,Open Bottom Structure,Bridge,15,5,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Bridge over wetland drainage area. Channel dry at time of assessment. Not a mapped stream but a wetland area upstream of the highway. 08:39:05,pscis_phase1.xlsm,2023082901,08:39:05,2023-08-29T08:39:05Z,AI,2023082901
41,2023-08-30T00:00:00Z,,3702446,MW MD,10,497845.711853211,6060884.29170607,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,Canfor R02875,Closed Bottom Structure,Round Culvert,0.6,15,No,,No,No,,2.5,0.5,0,Yes,6,0,0,No,No,Deep Fill,Low,0,3,10,10,10,0,33,Barrier,Replace Structure with Streambed Simulation CBS,3,"No clear defined channel. Gradient and channel width could not be determined. Dewatered stream. Small, old culvert. 13:07:58",pscis_phase1.xlsm,1003702446,13:07:58,2023-08-30T13:07:58Z,MW,3702446
42,2023-08-30T00:00:00Z,,3702959,MW MD,10,494175.805373139,6055953.31617106,Tributary to Weedon Creek,Davie-Weedon Lake FSR,,Canfor R01860,Closed Bottom Structure,Round Culvert,1.5,12,No,,No,Yes,100,0.5,0,1,No,1,3.4,1,Yes,No,Deep Fill,Medium,2.3,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,"Big beaver dam directly on inlet side, with beaver cage in front of dam (on upstream side). Wetland habitat downstream. Road is caved in on top of culvert. 14:07:02",pscis_phase1.xlsm,1003702959,14:07:02,2023-08-30T14:07:02Z,MW,3702959
