rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
43,2023-08-30T00:00:00Z,,3702445,MW MD,10,494123.582357981,6054452.393203,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,Canfor R01859,Closed Bottom Structure,Round Culvert,3.5,25,No,,No,No,,1,0.5,0.4,No,2.5,3.5,1.5,Yes,No,Deep Fill,Medium,1,3,10,10,5,3,31,Barrier,Replace with New Open Bottom Structure,10,Two culverts of equal length. Debris blockage on inlet side of both pipes. Some flow through culvert. Right culvert is caved in near inlet. 14:48:50,pscis_phase1.xlsm,1003702445,14:48:50,2023-08-30T14:48:50Z,MW,3702445
44,2023-08-30T00:00:00Z,,3703222,MW MD JD BD,10,516272.820485135,6039291.47208059,Tributary to Davie Lake,Davie Lake FSR,,MOF 7719,Closed Bottom Structure,Round Culvert,0.6,15,No,,No,No,,2,0.6,0.4,No,3,2.3,3.5,No,No,Deep Fill,Medium,3.8,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,10,"Big outlet drop with big outlet pool. Perched culvert, small, overgrown stream channel. 16:40:11",pscis_phase1.xlsm,1003703222,16:40:11,2023-08-30T16:40:11Z,MW,3703222
45,2023-08-30T00:00:00Z,,24743865,MW,10,513403.169170204,6047516.85530084,Tributary to Crooked River,Davie Lake FSR,,Winton R02864,Open Bottom Structure,Bridge,14,3,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,High habitat value. Good flowing stream. 17:28:58,pscis_phase1.xlsm,1024743865,17:28:58,2023-08-30T17:28:58Z,MW,24743865
46,2023-08-30T00:00:00Z,,3703203,MW,10,514487.034374194,6042440.6276587,Tributary to Davie Lake,Davie Lake FSR,,MOF 7719,Closed Bottom Structure,Round Culvert,0.5,15,No,,No,No,,3.5,0,0,No,3,1.2,1,No,No,Deep Fill,Low,2.4,3,10,0,10,6,29,Barrier,Replace Structure with Streambed Simulation CBS,3,Dewatered channel. Very overgrown and no clear channel. Channel width and gradient estimated.  17:53:54,pscis_phase1.xlsm,1003703203,17:53:54,2023-08-30T17:53:54Z,MW,3703203
47,2023-08-30T00:00:00Z,,2200301,AI JD TS BP,10,490978.849303701,6075927.13249998,Tributary to Hammett Creek,Carp Lake FSR,82.2,Canfor R01860,Closed Bottom Structure,Round Culvert,1,26,No,,No,No,,2.5,0.55,0.6,No,4,3,1.5,No,No,Deep Fill,Medium,3,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,10,Stream dry at the time of assessment. This is a larger system during runoff with abundant gravels present suitable for rainbow spawning. Old pipe located downstream of the crossing proximately 20 m. Healthy riparian mixed forest. 13:18:06,pscis_phase1.xlsm,1002200301,13:18:06,2023-08-30T13:18:06Z,AI,2200301
48,2023-08-30T00:00:00Z,,2201739,Al,10,491687.315179517,6075170.81587074,Tributary to Hammett Creek,Carp Lake FSR,,Canfor R01860,Other,Ford,,,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Unknown,,,Ford. Deep deactivation will block all ATV access. 13:47:04,pscis_phase1.xlsm,1002201739,13:47:04,2023-08-30T13:47:04Z,Al,2201739
49,2023-08-30T00:00:00Z,,2200987,AI,10,491638.926407081,6072900.76942263,Tributary to Hammett Creek,Davie-War FSR,,Canfor R01860,Closed Bottom Structure,Round Culvert,1.2,22,No,,No,No,,2,0,0,Yes,4,1,5.5,No,No,Deep Fill,Low,0.8,3,10,0,10,0,23,Barrier,Replace Structure with Streambed Simulation CBS,3,"Small stream with dry, mostly vegetated channel indicating stream rarely flows. Very unlikely that fish try to access upstream of the road. 14:08:49",pscis_phase1.xlsm,1002200987,14:08:49,2023-08-30T14:08:49Z,AI,2200987
50,2023-08-30T00:00:00Z,,3702614,AI TS,10,496782.702632845,6054762.98932642,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,Winton R02864,Other,Ford,,,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Unknown,,,Ford. Deactivated road with ATV drive around. 15:39:47,pscis_phase1.xlsm,1003702614,15:39:47,2023-08-30T15:39:47Z,AI,3702614
51,2023-08-30T00:00:00Z,,3702455,AI,10,495632.374163257,6051511.92468808,Tributary to Weedon Lake,David-Weedon Lake FSR,,Winton R02864,Closed Bottom Structure,Round Culvert,1.75,55,No,,No,No,,5,0.25,0.4,Yes,0,10,0,Yes,No,Deep Fill,Medium,5.7,6,10,5,0,6,27,Barrier,Replace with New Open Bottom Structure,16,"Large wetland areas, upstream and downstream. Culvert appears to have settled in the middle with raised inlet and outlet. Beaverdam over 1 m high located just upstream of inlet. 16:05:32",pscis_phase1.xlsm,1003702455,16:05:32,2023-08-30T16:05:32Z,AI,3702455
52,2023-08-30T00:00:00Z,,3700783,AI,10,512463.224269404,6047486.92607612,Tributary to Crooked River,Davie Lake FSR,,Winton R02864,Open Bottom Structure,Bridge,13,5,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Good flowing stream with abundant gravels. 17:30:20,pscis_phase1.xlsm,1003700783,17:30:20,2023-08-30T17:30:20Z,AI,3700783
53,2023-08-30T00:00:00Z,,3703210,AI,10,515195.714160254,6040682.03687766,Tributary to Davie Lake,David Lake FSR,116,MOF 7719,Closed Bottom Structure,Round Culvert,1,13,No,,No,No,,1,0,0.3,No,1.5,2.4,0.5,No,No,Deep Fill,Medium,2.4,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,"Abundant gravel downstream. Minimal flow but channel is well defined indicating it flows for most of the year. Crossing modelled as just upstream a couple hundred metres does not exist, and should be entered into bcfishpass. 17:53:50",pscis_phase1.xlsm,1003703210,17:53:50,2023-08-30T17:53:50Z,AI,3703210
54,2023-08-31T00:00:00Z,,3703209,MW TS JD BP,10,518240.889217764,6034399.2667582,Tributary to Crooked River,Davie Lake FSR,,MOF 7719,Closed Bottom Structure,Round Culvert,3.6,12,No,,No,No,,0.6,0,0,No,2,4,1.5,No,No,Deep Fill,Low,1.1,0,10,0,5,3,18,Potential,Replace with New Open Bottom Structure,10,Three pipes. Stream is completely dewatered. No water flowing through culvert. Culvert diameter totaled between three.  10:20:43,pscis_phase1.xlsm,1003703209,10:20:43,2023-08-31T10:20:43Z,MW,3703209
55,2023-08-31T00:00:00Z,,2200799,MW TS JD BP,10,499080.270300251,6094095.37277312,Tributary to McLeod Lake,Spur,,Unclassified,Open Bottom Structure,Bridge,19.6,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,"Huge beaver wetland complex just upstream of crossing. Dams on both sides of crossing. Old bridge that is separated in the middle, impassable by vehicle. 14:09:51",pscis_phase1.xlsm,1002200799,14:09:51,2023-08-31T14:09:51Z,MW,2200799
56,2023-08-31T00:00:00Z,,3702919,AI MD,10,509951.741965992,6040984.40871464,Tributary to Crooked River,Davie-Muskeg FSR,,Winton R02864,Closed Bottom Structure,Round Culvert,1.75,30,No,,No,No,,4,1.1,0.65,Yes,3,4.3,2.5,No,No,Deep Fill,Medium,2.5,6,10,10,10,6,42,Barrier,Replace with New Open Bottom Structure,13,"Surprisingly large drainage with good flow. Huge outlet drop and pipe is in very bad shape. Extra 3 m of culvert has been added to the downstream side and is sloping the opposite direction to draining. Large amounts of algae in the channel downstream. Massive amounts of erosion in the downstream channel indicating there are very high flows during runoff. Upstream side of pipe is completely blocked by a beaver dam, creating a wetland upstream.          09:51:08",pscis_phase1.xlsm,1003702919,09:51:08,2023-08-31T09:51:08Z,AI,3702919
57,2023-08-31T00:00:00Z,,3702923,Al MD,10,510784.974799994,6040577.75266186,Tributary to Crooked River,Davie-Muskeg FSR,22.5,Winton R02864,Closed Bottom Structure,Round Culvert,1.75,43,No,,No,No,,9,0.4,0.63,No,3,2.7,2,No,No,Deep Fill,Medium,1.5,6,10,10,10,6,42,Barrier,Replace Structure with Streambed Simulation CBS,4.5,Pipe is in extremely bad condition. There are collapsed sections at the edge of the road prism both upstream and downstream. The inlet of the pipe is elevated well above the stream surface as the centre of the pipe has been pressed down by the road fill overtime. Lots of flow must be going underneath the pipe.  Large system with decent flow. Some gravels suitable for spawning downstream. 10:35:13,pscis_phase1.xlsm,1003702923,10:35:13,2023-08-31T10:35:13Z,Al,3702923
58,2023-08-31T00:00:00Z,,3702924,AI MD,10,511000.452616656,6040479.45537804,Tributary to Crooked River,Davie-Muskeg FSR,,Winton R02864,Closed Bottom Structure,Round Culvert,2.1,47,No,,No,No,,9,0.2,0.3,No,3,3.4,2,No,No,Deep Fill,Medium,1.6,6,10,5,10,6,37,Barrier,Replace Structure with Streambed Simulation CBS,4.5,Low gradient wetland type habitat with fine substrates upstream. Decent size drainage with some water in the channel but no actual flow.  Some gravels downstream. Pipe is separating approximately 5 m downstream from the inlet. 11:20:00,pscis_phase1.xlsm,1003702924,11:20:00,2023-08-31T11:20:00Z,AI,3702924
59,2023-08-31T00:00:00Z,,2023083101,AI MD,10,497758.409042677,6093673.62914852,Tributary to McLeod Lake,Campground Rd,,MOE,Closed Bottom Structure,Round Culvert,1.2,8,No,,No,No,,0.5,0,0.3,Yes,5,2.3,2,Yes,No,Deep Fill,Medium,1.9,0,10,0,10,6,26,Barrier,Replace with New Open Bottom Structure,10,Small culvert within the campground area. Approximately 40 m upstream of the mouth of the lake. 15:29:22,pscis_phase1.xlsm,2023083101,15:29:22,2023-08-31T15:29:22Z,AI,2023083101
60,2023-09-01T00:00:00Z,,3701326,MW,10,512973.330589699,6072306.60669894,Tributary to 42 Mile Creek,Unnamed,,B.C. Custom Timber Products Ltd.,Open Bottom Structure,Bridge,7,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Small stream with some flow. 11:37:53,pscis_phase1.xlsm,1003701326,11:37:53,2023-09-01T11:37:53Z,MW,3701326
61,2023-09-01T00:00:00Z,,3700333,MW,10,512837.138649661,6072244.91273503,42 Mile Creek,Unnamed,,B.C. Custom Timber Products Ltd.,Closed Bottom Structure,Round Culvert,0.5,7,No,,No,No,,1.5,0,0,No,2,1.6,2.5,No,No,Deep Fill,Low,3.2,0,10,0,5,6,21,Barrier,Replace Structure with Streambed Simulation CBS,3,"Very small culvert, dewatered. No well defined channel present. Channel width and slope estimated. Main flow of stream likely goes under bridge nearby. 11:52:39",pscis_phase1.xlsm,1003700333,11:52:39,2023-09-01T11:52:39Z,MW,3700333
62,2023-09-01T00:00:00Z,,3700192,MW,10,520582.684996067,6037949.34160539,Tributary to Crooked River,Spur,,Unclassified,Closed Bottom Structure,Round Culvert,1.2,15,No,,No,No,,3.5,0,0,No,1,1.2,1.5,Yes,No,Deep Fill,Low,1,3,10,0,5,3,21,Barrier,Replace Structure with Streambed Simulation CBS,3,"Wetland upstream and downstream. Stream gradient estimated. No water in culvert, dewatered downstream near crossing. Blockage at inlet from beaver mud dam. Steep embankment above culvert, risk of rockslide high. Big sacks on inlet and outlet holding embankment in place. Lake chub and brassy minnow confirmed in the past near highway. 12:31:41",pscis_phase1.xlsm,1003700192,12:31:41,2023-09-01T12:31:41Z,MW,3700192
63,2023-09-01T00:00:00Z,,3702076,MW,10,521415.18234988,6018921.14018425,Teapot Creek,Caine Creek FSR,,Canfor R02852,Open Bottom Structure,Bridge,13,5,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Very little flow and water at time of survey. Huge downed trees on downstream side. 13:41:31,pscis_phase1.xlsm,1003702076,13:41:31,2023-09-01T13:41:31Z,MW,3702076
64,2023-09-01T00:00:00Z,,3702074,MW,10,518848.023110694,6017917.43254423,Balsam Creek,Caine Creek FSR,,MOF 7694,Closed Bottom Structure,Round Culvert,0.6,13,No,,No,Yes,100,1,0,0.7,No,4,1.2,1.5,No,Yes,Deep Fill,Low,2,0,10,0,10,6,26,Barrier,Replace Structure with Streambed Simulation CBS,3,Culvert was in wrong location on map. It is actually located on road approximately 95m east of modelled crossing location. A lot of fry fish spotted near outlet. Culvert very rusted and near the end of its life. Small channel upstream running along road for 20m but no defined channel after that. 14:02:57,pscis_phase1.xlsm,1003702074,14:02:57,2023-09-01T14:02:57Z,MW,3702074
65,2023-09-01T00:00:00Z,,3702077,MW,10,517337.712751923,6018000.35553499,Enquist Creek,Caine Creek FSR,31,MOF 7694,Closed Bottom Structure,Round Culvert,0.7,12,No,,No,Yes,100,1.5,0,0.4,No,0.5,1.9,3,Yes,Yes,Deep Fill,Medium,2.7,0,10,0,0,6,16,Potential,Replace Structure with Streambed Simulation CBS,3,Fry and parr spotted upstream and downstream of crossing. Culvert very rusted on inlet side. Wetland habitat upstream. Channel narrows downstream and is a little overgrown but has moderate flow. Enquist Lake located upstream. 14:41:51,pscis_phase1.xlsm,1003702077,14:41:51,2023-09-01T14:41:51Z,MW,3702077
66,2023-09-01T00:00:00Z,,3702073,MW,10,516959.521713137,6018229.21648757,Tributary to Summit Lake,Caine Creek FSR,,MOF 7694,Closed Bottom Structure,Round Culvert,0.6,13,No,,No,No,,0.5,0,0,No,2,1.7,1.5,No,No,Deep Fill,Low,2.8,0,10,0,5,6,21,Barrier,Replace Structure with Streambed Simulation CBS,3,"Stream is dewatered. No clearly defined channel up or downstream. Small tree growing on inlet side, sign that there hasn't been water flowing in a long time. Channel width and slope estimated. 15:19:23",pscis_phase1.xlsm,1003702073,15:19:23,2023-09-01T15:19:23Z,MW,3702073
67,2023-09-01T00:00:00Z,,3700931,MW,10,519546.890359423,6017741.65063732,Balsam Creek,Spur,,Unclassified,Open Bottom Structure,Bridge,12,2,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Looks like there was once a very old bridge here. Very overgrown and rotten. Water passing underneath but not flowing. Not a fish passage issue. 15:38:42,pscis_phase1.xlsm,1003700931,15:38:42,2023-09-01T15:38:42Z,MW,3700931
68,2023-09-02T00:00:00Z,,3701268,MW,10,513674.029839592,6067268.22030223,Tributary to Altezega Creek,Spur,,Unclassified,Closed Bottom Structure,Round Culvert,1.4,5,No,,No,Yes,75,0.5,0,0.4,No,1,2.2,1,No,Yes,Deep Fill,High,1.6,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,"Two culverts, one plastic pipe and one really old metal pipe. Metal pipe is longer, outlets are at different spots.  11:58:55",pscis_phase1.xlsm,1003701268,11:58:55,2023-09-02T11:58:55Z,MW,3701268
69,2023-09-02T00:00:00Z,,3702414,MW,10,517706.712303854,6068216.71786351,Tributary to Altezega Creek,Firth Lake FSR,,MOF 8385,Open Bottom Structure,Bridge,8,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,No water flowing under bridge at time of survey. Dewatered downstream. 12:46:41,pscis_phase1.xlsm,1003702414,12:46:41,2023-09-02T12:46:41Z,MW,3702414
70,2023-09-02T00:00:00Z,,3702410,MW,10,517910.550944855,6068378.08480265,Altezega Creek,Firth Lake FSR,,MOF 8385,Open Bottom Structure,Bridge,16,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Nice looking stream with good flow. 12:52:35,pscis_phase1.xlsm,1003702410,12:52:35,2023-09-02T12:52:35Z,MW,3702410
71,2023-09-02T00:00:00Z,,3702416,MW,10,518807.921562982,6067911.9135398,Tributary to Altezega Creek,Firth Lake FSR,,MOF 8385,Open Bottom Structure,Bridge,10,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Dewatered stream at time of survey. 13:05:36,pscis_phase1.xlsm,1003702416,13:05:36,2023-09-02T13:05:36Z,MW,3702416
72,2023-09-02T00:00:00Z,,3701315,MW,10,520855.701317186,6068063.94751413,Tributary to Altezega Creek,Firth Lake FSR,8.9,Canfor R01860,Open Bottom Structure,Bridge,17,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Wetland upstream and downstream. No flowing water under bridge. 13:15:29,pscis_phase1.xlsm,1003701315,13:15:29,2023-09-02T13:15:29Z,MW,3701315
73,2023-09-02T00:00:00Z,,3700214,MW,10,525275.481040766,6068222.1010755,Redrocky Creek,Firth Lake FSR,13.9,Canfor R01860,Open Bottom Structure,Bridge,16,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Small lake upstream. Modelled crossing was in wrong location. 13:32:39,pscis_phase1.xlsm,1003700214,13:32:39,2023-09-02T13:32:39Z,MW,3700214
74,2023-09-02T00:00:00Z,,3702575,MW,10,522445.45089212,6053488.8722574,Lincoln Creek,Chuchinka-Red Rocky FSR,,MOF 5506,Open Bottom Structure,Bridge,10,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Nice stream with lots of water at time of survey. 14:30:26,pscis_phase1.xlsm,1003702575,14:30:26,2023-09-02T14:30:26Z,MW,3702575
5,2023-08-25T00:00:00Z,198666,,AI,10,497880.613935363,6093709.56139965,Tributary to McLeod Lake,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,1.2,60,No,,No,No,,9,0.65,1,No,0.5,3,0.5,No,No,Deep Fill,Medium,2.5,6,10,10,0,6,32,Barrier,Replace Structure with Streambed Simulation CBS,4.5,Stream is located between McLeod Lake Store on Highway and TseKhene food and fuel entrance. Most of the watershed drains reservation land. Could potentially be backwatered as an interim solution. Channel width estimated upstream in wetland type habitat so difficult to tell. Upstream end of the pipe is significantly sloped in the upstream direction. Ministry of Transportation chris_culvert_id: 1997114. 12:31:49,pscis_phase2.xlsm,198666,12:31:49,2023-08-25T12:31:49Z,AI,198666
6,2023-08-26T00:00:00Z,198687,,AI,10,510950.269970287,6072478.81534904,42 Mile Creek,Highway 97,,MOTI,Closed Bottom Structure,Round Culvert,2,26,Yes,0.25,Yes,Yes,100,1.5,0,0.3,No,0.5,2.5,1.5,No,No,Deep Fill,High,1.2,3,5,0,0,3,11,Passable,,,"Nice stream with good flow and abundant gravel, suitably sized for spawning. Culvert is 100% backwatered and fully embedded. It appears as though there have been some very high flow events that have moved significant amounts of gravel, substrate, upstream and downstream. See photos. Channel seems overly straight and deep so suspect machine work has been done to dredge out the crossing, upstream and downstream. Ministry of Transportation chris_culvert_id: 1997302. 13:37:33",pscis_phase2.xlsm,198687,13:37:33,2023-08-26T13:37:33Z,AI,198687
7,2023-08-29T00:00:00Z,198694,,MW,10,513782.757563098,6067300.61205598,Tributary to Altezega Creek,Firth Lake FSR,,MOF 8385,Closed Bottom Structure,Round Culvert,0.75,12,No,,No,No,,1.5,0,0.7,Yes,2,2.2,2,No,Yes,Deep Fill,High,2.9,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,High habitat value upstream. Many fish spotted in outlet pool. Tributary to big system. Culvert old and not in great shape. Needs to be replaced. Debris jam at inlet blocking small section of flow. 08:57:52,pscis_phase2.xlsm,198694,08:57:52,2023-08-29T08:57:52Z,MW,198694
5,2023-08-30T00:00:00Z,6539,,AI TS JD BP,10,489924.287074353,6077195.82895757,Hammett Creek,Carp Lake FSR,,Canfor R01860,Closed Bottom Structure,Round Culvert,3.1,16,No,,No,Yes,100,0.3,0,0.7,Yes,1,4.5,2,Yes,Yes,Deep Fill,High,1.5,3,10,0,5,6,24,Barrier,Replace with New Open Bottom Structure,10,"Public, beaver influenced wet land upstream. Fish observed at outlet. Nice flowing system downstream with pockets of gravel throughout. Two pipes at 1.55 m each. Beaver grate outlet cage dislodged and within stream approximately 5 m downstream of the pipes. 12:35:14",pscis_reassessments.xlsm,6539,12:35:14,2023-08-30T12:35:14Z,AI,6539
6,2023-08-30T00:00:00Z,6541,,AI JD BP TS,10,487842.364972706,6079435.38232639,Hammett Creek,Spur,89,Canfor R07645,Closed Bottom Structure,Round Culvert,1.2,21,No,,No,No,,2,0.2,0.7,No,3,3.8,2.5,No,Yes,Deep Fill,Medium,3.2,3,10,5,10,6,34,Barrier,Replace with New Open Bottom Structure,10,"Dry channel upstream and downstream except for fairly deep outlet pool with fish present. Culvert in poor shape with lots of rust. Road embankment fill failing on downstream side of road with large hole. Nice gravels available for spawning.  Although outlet drop appears to be greater than 50 cm, it was actually estimated at 20 cm because the outlet pool has the water below the level of the stream bed on the downstream side. 11:40:56",pscis_reassessments.xlsm,6541,11:40:56,2023-08-30T11:40:56Z,AI,6541
7,2023-08-30T00:00:00Z,6543,,AI,10,496138.315177552,6071029.86373885,Tributary to Hammett Creek,Davie-War FSR,75,Canfor R01860,Closed Bottom Structure,Round Culvert,4,21,No,,No,No,,0.5,0.3,1.2,Yes,0.5,4.7,1,Yes,No,Deep Fill,High,1.2,3,10,10,0,3,26,Barrier,Replace with New Open Bottom Structure,10,Large system with lots of water. 1.3 m high beaverdam 2 m above inlets. Two pipes at 2.0 m in size each. Beaver cage on west pipe inlet functioning to keep dam away from the actual inlet. Abundant gravel suitable for spawning downstream. Very nice stream and potential good candidate for replacement with a Bridge. 14:25:01,pscis_reassessments.xlsm,6543,14:25:01,2023-08-30T14:25:01Z,AI,6543
8,2023-08-30T00:00:00Z,6544,,MW MD,10,506940.993345195,6075745.20734406,Tributary to Crooked River,Carp Lake FSR,459.5,MOF 7731,Closed Bottom Structure,Round Culvert,0.5,8,No,,No,Yes,100,0.3,0,0,No,1,2.7,1,Yes,No,Deep Fill,Low,5.4,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,Beaver activity at inlet side. Wetland upstream. Pipe is very small. Pipe is caved in near the inlet. Dewatered downstream. 09:32:45,pscis_reassessments.xlsm,6544,09:32:45,2023-08-30T09:32:45Z,MW,6544
9,2023-08-30T00:00:00Z,6546,,AI BP TS JD,10,499191.538982977,6069208.93797923,Tributary to Weedon Creek,Davie-War FSR,,Canfor R01860,Closed Bottom Structure,Round Culvert,0.9,16,No,,No,Yes,100,2,0,0.65,No,1.8,8,0,Yes,Yes,Deep Fill,Medium,8.9,3,10,0,5,6,24,Barrier,Replace with New Open Bottom Structure,13,"Historic assessment from 2006 may not have measured the lowest elevation pipe. There are three pipes here. The main functioning pipe is 0.9 diameter and its 100% backwatered on the east side of the two larger 1.5 m pipes. Wetland, beaver influenced habitat, both upstream and downstream. Numerous fish (some RB) observed downstream and upstream. 10:03:49",pscis_reassessments.xlsm,6546,10:03:49,2023-08-30T10:03:49Z,AI,6546
10,2023-08-30T00:00:00Z,6621,,MW MD,10,500201.110226815,6067481.4860257,Tributary to Weedon Creek,Davie-War FSR,,Canfor R01860,Closed Bottom Structure,Round Culvert,4.1,28,No,,No,Yes,100,2.5,0,1.3,No,1,5.6,1.5,Yes,Yes,Deep Fill,Medium,1.4,3,10,0,5,6,24,Barrier,Replace with New Open Bottom Structure,10,"Two pipes of similar diameter. Fully backwatered at outlet. Clear evidence of beaver activity near crossing. Dams upstream and downstream of crossing, creating big outlet pool. Fish spotted in culvert. 11:19:18",pscis_reassessments.xlsm,6621,11:19:18,2023-08-30T11:19:18Z,MW,6621
11,2023-08-30T00:00:00Z,6622,,MW MD,10,498186.044457298,6061320.20283065,Tributary to Weedon Creek,Davie-Weedon Lake FSR,,MOF 7719,Closed Bottom Structure,Round Culvert,3.5,18,No,,No,No,,1,0,0.4,No,3,2.5,2.5,No,No,Deep Fill,High,0.7,3,10,0,10,0,23,Barrier,Replace with New Open Bottom Structure,10,"Two pipes of equal width. High habitat value, good flowing stream. 12:33:15",pscis_reassessments.xlsm,6622,12:33:15,2023-08-30T12:33:15Z,MW,6622
12,2023-08-30T00:00:00Z,6623,,MW MD,10,495931.211883979,6058429.8885323,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,MOF 7719,Closed Bottom Structure,Round Culvert,1.6,25,No,,No,No,,1,0.3,0.7,No,1.5,2.6,1,No,No,Deep Fill,Medium,1.6,3,10,10,5,6,34,Barrier,Replace with New Open Bottom Structure,10,"Big pipe, backwatered and creating big outlet pool. Wetland upstream. Some flow downstream. 13:33:37",pscis_reassessments.xlsm,6623,13:33:37,2023-08-30T13:33:37Z,MW,6623
13,2023-08-30T00:00:00Z,6624,,MW TS JD BP,10,495267.461676492,6053873.18253884,Tributary to Weedon Lake,Davie-Weedon Lake FSR,,Winton R02864,Closed Bottom Structure,Round Culvert,2.2,29,Yes,1.5,No,Yes,100,1,0,1.8,No,2,3.8,1,Yes,No,Deep Fill,Low,1.7,3,0,0,5,6,14,Passable,,,Big flooded wetland area. Beaver dam blocking inlet side. Massive outlet pool. Stream width and slope estimated. No defined channel. Culvert almost fully submerged on inlet side. 15:27:49,pscis_reassessments.xlsm,6624,15:27:49,2023-08-30T15:27:49Z,MW,6624
14,2023-09-02T00:00:00Z,57621,,MW,10,526546.924894269,6057751.94806398,Tributary to Tacheeda Lakes,Chuchinka-Hambone FSR,,MOF 5506,Open Bottom Structure,Bridge,11,4,,,,,,,,,,,,,No,No,,,0,0,0,0,0,0,0,Passable,,,Near intersection of hambone and colbourne. Wide channel with good flow. 14:09:47,pscis_reassessments.xlsm,57621,14:09:47,2023-09-02T14:09:47Z,MW,57621
